Date,Close
1/2/19 16:00,96.27
1/3/19 16:00,92.87
1/4/19 16:00,96.9
1/7/19 16:00,98.03
1/8/19 16:00,99.72
1/9/19 16:00,101.3
1/10/19 16:00,102.47
1/11/19 16:00,102.54
1/14/19 16:00,102.92
1/15/19 16:00,101.35
1/16/19 16:00,101.95
1/17/19 16:00,104.14
1/18/19 16:00,110.52
1/22/19 16:00,108.45
1/23/19 16:00,107.21
1/24/19 16:00,107.34
1/25/19 16:00,108.91
1/28/19 16:00,109.33
1/29/19 16:00,108.25
1/30/19 16:00,107.8
1/31/19 16:00,105.75
2/1/19 16:00,106.19
2/4/19 16:00,105.6
2/5/19 16:00,105.21
2/6/19 16:00,103.37
2/7/19 16:00,103.13
2/8/19 16:00,102.22
2/11/19 16:00,102.82
2/12/19 16:00,104.15
2/13/19 16:00,104.28
2/14/19 16:00,104.9
2/15/19 16:00,107.54
2/19/19 16:00,109.55
2/20/19 16:00,111.06
2/21/19 16:00,111.75
2/22/19 16:00,111.35
2/25/19 16:00,111.5
2/26/19 16:00,109.51
2/27/19 16:00,108.64
2/28/19 16:00,108.64
3/1/19 16:00,108.06
3/4/19 16:00,110.4
3/5/19 16:00,110.13
3/6/19 16:00,111.5
3/7/19 16:00,112.05
3/8/19 16:00,111.3
3/11/19 16:00,114.6
3/12/19 16:00,113.34
3/13/19 16:00,114.48
3/14/19 16:00,114.94
3/15/19 16:00,114.5
3/18/19 16:00,116.06
3/19/19 16:00,115.14
3/20/19 16:00,112.95
3/21/19 16:00,116.51
3/22/19 16:00,112.46
3/25/19 16:00,112.59
3/26/19 16:00,113.74
3/27/19 16:00,114.76
3/28/19 16:00,116.14
3/29/19 16:00,115.98
4/1/19 16:00,117.79
4/2/19 16:00,116.83
4/3/19 16:00,116.55
4/4/19 16:00,117.18
4/5/19 16:00,117.39
4/8/19 16:00,117.6
4/9/19 16:00,116.46
4/10/19 16:00,117.12
4/11/19 16:00,117.13
4/12/19 16:00,118.38
4/15/19 16:00,117.61
4/16/19 16:00,117.99
4/17/19 16:00,122.81
4/18/19 16:00,125.03
