Date,Close
1/2/19 16:00,99.31
1/3/19 16:00,97.11
1/4/19 16:00,100.69
1/7/19 16:00,100.76
1/8/19 16:00,100.57
1/9/19 16:00,100.4
1/10/19 16:00,100.39
1/11/19 16:00,99.91
1/14/19 16:00,100.94
1/15/19 16:00,101.68
1/16/19 16:00,102.5
1/17/19 16:00,102.92
1/18/19 16:00,104.59
1/22/19 16:00,102.94
1/23/19 16:00,102.68
1/24/19 16:00,102.74
1/25/19 16:00,103.39
1/28/19 16:00,103.88
1/29/19 16:00,104.17
1/30/19 16:00,104.41
1/31/19 16:00,103.5
2/1/19 16:00,103.88
2/4/19 16:00,104.25
2/5/19 16:00,103.79
2/6/19 16:00,103.74
2/7/19 16:00,102.38
2/8/19 16:00,101.36
2/11/19 16:00,100.88
2/12/19 16:00,102.6
2/13/19 16:00,103.09
2/14/19 16:00,102.42
2/15/19 16:00,105.55
2/19/19 16:00,105.18
2/20/19 16:00,105.69
2/21/19 16:00,105.47
2/22/19 16:00,105
2/25/19 16:00,106.1
2/26/19 16:00,105.29
2/27/19 16:00,105.16
2/28/19 16:00,104.36
3/1/19 16:00,104.43
3/4/19 16:00,104.19
3/5/19 16:00,104.11
3/6/19 16:00,103.72
3/7/19 16:00,102.97
3/8/19 16:00,103.01
3/11/19 16:00,104.35
3/12/19 16:00,104.04
3/13/19 16:00,104.39
3/14/19 16:00,105.34
3/15/19 16:00,106.55
3/18/19 16:00,107.19
3/19/19 16:00,106.8
3/20/19 16:00,104.52
3/21/19 16:00,102.87
3/22/19 16:00,99.76
3/25/19 16:00,98.93
3/26/19 16:00,99.92
3/27/19 16:00,99.58
3/28/19 16:00,100.71
3/29/19 16:00,101.23
4/1/19 16:00,104.64
4/2/19 16:00,105.14
4/3/19 16:00,105.35
4/4/19 16:00,105.56
4/5/19 16:00,105.31
4/8/19 16:00,105.65
4/9/19 16:00,104.87
4/10/19 16:00,105.34
4/11/19 16:00,106.23
4/12/19 16:00,111.21
4/15/19 16:00,109.94
4/16/19 16:00,111.1
4/17/19 16:00,114.3
4/18/19 16:00,113.46
4/22/19 16:00,113.6
4/23/19 16:00,113.74
4/24/19 16:00,113.55
4/25/19 16:00,113.61
4/26/19 16:00,114.47
4/29/19 16:00,116.12
4/30/19 16:00,116.05
5/1/19 16:00,115.16
5/2/19 16:00,115.41
5/3/19 16:00,116.12
5/6/19 16:00,115.09
5/7/19 16:00,113.21
5/8/19 16:00,112.61
5/9/19 16:00,112.52
5/10/19 16:00,112.51
5/13/19 16:00,109.45
5/14/19 16:00,110.32
5/15/19 16:00,109.9
5/16/19 16:00,111.31
5/17/19 16:00,110.77
5/20/19 16:00,111.35
5/21/19 16:00,111.73
5/22/19 16:00,110.82
5/23/19 16:00,108.64
5/24/19 16:00,109.71
5/28/19 16:00,108.52
5/29/19 16:00,108.22
5/30/19 16:00,107.06
5/31/19 16:00,105.96
6/3/19 16:00,106.46
6/4/19 16:00,109.74
6/5/19 16:00,110.13
6/6/19 16:00,110.37
6/7/19 16:00,109.16
6/10/19 16:00,110.34
6/11/19 16:00,110.68
6/12/19 16:00,109.27
6/13/19 16:00,109.54
6/14/19 16:00,109.82
6/17/19 16:00,109.22
6/18/19 16:00,110.71
6/19/19 16:00,109.91
6/20/19 16:00,110.19
6/21/19 16:00,109.44
6/24/19 16:00,108.66
6/25/19 16:00,107.76
6/26/19 16:00,108.48
6/27/19 16:00,108.84
6/28/19 16:00,111.8
7/1/19 16:00,113.68
7/2/19 16:00,113.8
7/3/19 13:00,112.82
7/5/19 16:00,113.49
7/8/19 16:00,112.87
7/9/19 16:00,113.35
7/10/19 16:00,113.02
7/11/19 16:00,114.1
7/12/19 16:00,115.3
7/15/19 16:00,113.9
